r	b	swpd	free	buff	cache	si	so	bi	bo	in	cs	us	sy	id	wa	st	gu	CST
1	0	0	79978748	520392	124264864	0	0	0	614	24764	44499	0	0	100	0	0	0	2025-11-13 16:50:07
0	0	0	79988048	520392	124265160	0	0	0	840	24329	44646	0	0	99	0	0	0	2025-11-13 16:50:12
5	0	0	79980680	520404	124265452	0	0	0	739	23100	42409	0	0	99	0	0	0	2025-11-13 16:50:17
0	0	0	79978696	520444	124265876	0	0	0	1270	26562	45464	0	0	99	0	0	0	2025-11-13 16:50:22
2	0	0	79972912	520448	124269820	0	0	0	21	36657	112417	7	2	91	0	0	0	2025-11-13 16:50:27
1	0	0	79974348	520452	124270276	0	0	0	205	21407	39890	0	0	100	0	0	0	2025-11-13 16:50:32
2	0	0	79983152	520460	124270720	0	0	0	725	21986	40959	0	0	99	0	0	0	2025-11-13 16:50:37
1	0	0	79958252	520460	124271024	0	0	0	708	22698	42715	0	0	100	0	0	0	2025-11-13 16:50:42
1	0	0	79978576	520468	124271452	0	0	0	231	21494	40356	0	0	100	0	0	0	2025-11-13 16:50:47
2	0	0	79969064	520472	124271756	0	0	0	723	23809	43811	0	0	100	0	0	0	2025-11-13 16:50:52
1	0	0	79970356	520472	124272064	0	0	0	499	23551	41675	0	0	100	0	0	0	2025-11-13 16:50:57
0	0	0	79977044	520480	124272356	0	0	0	711	22128	41517	0	0	100	0	0	0	2025-11-13 16:51:02
0	0	0	79979892	520484	124272668	0	0	0	214	22609	41412	0	0	100	0	0	0	2025-11-13 16:51:07
2	0	0	79982552	520492	124272968	0	0	0	695	22216	41690	0	0	100	0	0	0	2025-11-13 16:51:12
1	0	0	79985984	520496	124273212	0	0	0	283	22536	42167	0	0	100	0	0	0	2025-11-13 16:51:17
14	0	0	79965464	520556	124273716	0	0	0	1614	25402	44269	0	1	99	0	0	0	2025-11-13 16:51:22
1	0	0	79968744	520560	124274896	0	0	0	1358	23778	43960	0	0	99	0	0	0	2025-11-13 16:51:27
1	0	0	79977404	520564	124275188	0	0	0	231	22883	42784	0	0	99	0	0	0	2025-11-13 16:51:32
0	0	0	79984664	520568	124275428	0	0	0	233	23013	43485	0	0	100	0	0	0	2025-11-13 16:51:37
0	0	0	79986728	520572	124275720	0	0	0	609	21983	41309	0	0	100	0	0	0	2025-11-13 16:51:42
0	0	0	79978172	520572	124276024	0	0	0	623	22066	41606	0	0	100	0	0	0	2025-11-13 16:51:47
0	0	0	79994860	520576	124276312	0	0	0	870	21994	41313	0	0	100	0	0	0	2025-11-13 16:51:52
1	0	0	79981916	520580	124276616	0	0	0	597	24535	42661	0	0	100	0	0	0	2025-11-13 16:51:57
0	0	0	79985332	520584	124277044	0	0	0	701	23376	43312	0	0	100	0	0	0	2025-11-13 16:52:02
0	0	0	79983060	520588	124277348	0	0	0	625	24796	44602	0	0	99	0	0	0	2025-11-13 16:52:07
0	0	0	79973444	520592	124277652	0	0	0	531	22797	42004	0	0	99	0	0	0	2025-11-13 16:52:12
0	0	0	80002484	520592	124277952	0	0	0	232	22212	41397	0	0	99	0	0	0	2025-11-13 16:52:17
0	0	0	79917852	520628	124278312	0	0	0	1692	25476	44359	0	0	99	0	0	0	2025-11-13 16:52:22
0	0	0	79944724	520628	124279384	0	0	0	309	21307	39954	0	0	100	0	0	0	2025-11-13 16:52:27
0	0	0	79962176	520636	124279676	0	0	0	240	21088	39524	0	0	100	0	0	0	2025-11-13 16:52:32
1	0	0	79961496	520640	124279976	0	0	0	631	22419	41849	0	0	99	0	0	0	2025-11-13 16:52:37
1	0	0	79962816	520640	124280276	0	0	0	230	21700	40534	0	0	99	0	0	0	2025-11-13 16:52:42
2	0	0	79962464	520644	124280576	0	0	0	685	22968	42923	0	0	99	0	0	0	2025-11-13 16:52:47
0	0	0	79961804	520644	124280872	0	0	0	780	22149	41401	0	0	99	0	0	0	2025-11-13 16:52:52
0	0	0	79969892	520652	124281172	0	0	0	276	22854	40611	0	0	99	0	0	0	2025-11-13 16:52:57
0	0	0	79961784	520656	124281464	0	0	0	766	21411	40230	0	0	100	0	0	0	2025-11-13 16:53:02
0	0	0	79963952	520660	124281772	0	0	0	535	22407	40727	0	0	100	0	0	0	2025-11-13 16:53:07
1	0	0	79931700	520664	124282064	0	0	0	648	21593	40457	0	0	100	0	0	0	2025-11-13 16:53:12
0	0	0	79951780	520676	124282312	0	0	0	1656	22848	42282	0	0	100	0	0	0	2025-11-13 16:53:17
0	0	0	79960648	520704	124282680	0	0	0	2185	27066	46859	0	0	99	0	0	0	2025-11-13 16:53:22
2	0	0	79978692	520708	124283652	0	0	0	254	22185	41945	0	0	100	0	0	0	2025-11-13 16:53:27
0	0	0	79971868	520716	124286828	0	0	0	754	34960	110326	7	2	91	0	0	0	2025-11-13 16:53:32
0	0	0	79969060	520724	124287144	0	0	0	840	21375	40058	0	0	100	0	0	0	2025-11-13 16:53:37
2	0	0	79966928	520728	124287448	0	0	0	655	21430	40415	0	0	100	0	0	0	2025-11-13 16:53:42
1	0	0	79977860	520732	124287752	0	0	0	227	20651	39234	0	0	100	0	0	0	2025-11-13 16:53:47
0	0	0	79968772	520732	124288056	0	0	0	598	21242	40162	0	0	100	0	0	0	2025-11-13 16:53:52
0	0	0	79975548	520740	124288348	0	0	0	712	22436	40194	0	0	100	0	0	0	2025-11-13 16:53:57
0	0	0	79974208	520740	124288604	0	0	0	546	21884	41746	0	0	100	0	0	0	2025-11-13 16:54:02
1	0	0	79972596	520740	124288956	0	0	0	225	21512	39534	0	0	100	0	0	0	2025-11-13 16:54:07
1	0	0	79973040	520744	124289256	0	0	0	664	21269	40344	0	0	100	0	0	0	2025-11-13 16:54:12
0	0	0	79996408	520760	124289540	0	0	0	668	22113	41187	0	0	100	0	0	0	2025-11-13 16:54:17
1	0	0	79884136	520800	124289972	0	0	0	1188	23252	41834	0	0	99	0	0	0	2025-11-13 16:54:22
0	0	0	79961224	520800	124290244	0	0	0	211	21796	40300	0	0	99	0	0	0	2025-11-13 16:54:27
1	0	0	79959168	520804	124291304	0	0	0	527	21080	39548	0	0	99	0	0	0	2025-11-13 16:54:32
0	0	0	79960656	520808	124291600	0	0	0	587	22952	43059	0	0	99	0	0	0	2025-11-13 16:54:37
1	0	0	79944044	520812	124291900	0	0	0	602	22426	42306	0	0	100	0	0	0	2025-11-13 16:54:42
1	0	0	79967176	520820	124292192	0	0	0	206	21752	41120	0	0	100	0	0	0	2025-11-13 16:54:47
0	0	0	79965928	520824	124292492	0	0	0	677	22679	42737	0	0	99	0	0	0	2025-11-13 16:54:52
0	0	0	79969076	520832	124292784	0	0	0	580	22231	40278	0	0	99	0	0	0	2025-11-13 16:54:57
0	0	0	79964832	520832	124293084	0	0	0	666	22288	42274	0	0	100	0	0	0	2025-11-13 16:55:02
0	0	0	79963640	520832	124293384	0	0	0	593	22915	42499	0	0	100	0	0	0	2025-11-13 16:55:08
0	0	0	79962500	520840	124293624	0	0	0	217	21995	41878	0	0	100	0	0	0	2025-11-13 16:55:13
0	0	0	79965064	520848	124293916	0	0	0	224	20962	39891	0	0	100	0	0	0	2025-11-13 16:55:18
1	0	0	79838956	520904	124294280	0	0	0	1155	24163	43296	0	0	99	0	0	0	2025-11-13 16:55:23
1	0	0	79981736	520912	124294536	0	0	0	596	23722	44380	0	0	100	0	0	0	2025-11-13 16:55:28
2	0	0	79988560	520916	124295560	0	0	0	229	21595	40800	0	0	100	0	0	0	2025-11-13 16:55:33
0	0	0	79993088	520920	124295856	0	0	0	176	20969	39425	0	0	100	0	0	0	2025-11-13 16:55:38
0	0	0	79980048	520928	124296152	0	0	0	522	22176	41515	0	0	99	0	0	0	2025-11-13 16:55:43
0	0	0	79971652	520932	124296416	0	0	0	646	21158	40054	0	0	100	0	0	0	2025-11-13 16:55:48
0	0	0	79969812	520936	124296716	0	0	0	635	21683	41035	0	0	100	0	0	0	2025-11-13 16:55:53
1	0	0	79952168	520936	124296980	0	0	0	738	23525	42341	0	0	100	0	0	0	2025-11-13 16:55:58
0	0	0	79963572	520944	124297276	0	0	0	221	21594	40899	0	0	100	0	0	0	2025-11-13 16:56:03
0	0	0	79955292	520948	124297568	0	0	0	647	22148	40621	0	0	100	0	0	0	2025-11-13 16:56:08
1	0	0	79954796	520948	124297868	0	0	0	216	21064	40111	0	0	100	0	0	0	2025-11-13 16:56:13
0	0	0	79965904	520952	124298164	0	0	0	205	21196	39427	0	0	100	0	0	0	2025-11-13 16:56:18
0	0	0	79842096	521016	124298472	0	0	0	1475	24091	43040	0	0	99	0	0	0	2025-11-13 16:56:23
0	0	0	79947880	521024	124298836	0	0	0	232	23741	42850	0	0	99	0	0	0	2025-11-13 16:56:28
0	0	0	79946436	521024	124302768	0	0	0	1343	35038	112060	7	2	91	0	0	0	2025-11-13 16:56:33
0	0	0	79946724	521024	124303100	0	0	0	202	20936	39247	0	0	100	0	0	0	2025-11-13 16:56:38
0	0	0	79951232	521032	124303408	0	0	0	571	22409	42354	0	0	100	0	0	0	2025-11-13 16:56:43
0	0	0	79954216	521040	124303660	0	0	0	576	21452	39968	0	0	100	0	0	0	2025-11-13 16:56:48
0	0	0	79958276	521040	124304020	0	0	0	666	20962	39524	0	0	100	0	0	0	2025-11-13 16:56:53
0	0	0	79965144	521040	124304204	0	0	0	253	22779	40208	0	0	100	0	0	0	2025-11-13 16:56:58
0	0	0	79962128	521044	124304572	0	0	0	676	21594	40975	0	0	100	0	0	0	2025-11-13 16:57:03
0	0	0	79969076	521048	124304868	0	0	0	250	22677	41438	0	0	100	0	0	0	2025-11-13 16:57:08
2	0	0	79953068	521052	124305172	0	0	0	745	21846	41292	0	0	100	0	0	0	2025-11-13 16:57:13
0	0	0	79972320	521052	124305468	0	0	0	200	21253	39998	0	0	100	0	0	0	2025-11-13 16:57:18
2	0	0	79855836	521096	124305776	0	0	0	1129	24166	43363	0	0	99	0	0	0	2025-11-13 16:57:23
0	0	0	79960116	521104	124306048	0	0	0	229	22884	41971	0	0	99	0	0	0	2025-11-13 16:57:28
0	0	0	79964716	521112	124307104	0	0	0	239	21738	41069	0	0	99	0	0	0	2025-11-13 16:57:33
0	0	0	79967352	521116	124307364	0	0	0	499	21595	41089	0	0	100	0	0	0	2025-11-13 16:57:38
2	0	0	79960904	521116	124307668	0	0	0	543	21646	40859	0	0	100	0	0	0	2025-11-13 16:57:43
1	0	0	79968240	521124	124307968	0	0	0	235	21498	40971	0	0	100	0	0	0	2025-11-13 16:57:48
1	0	0	79972308	521132	124308264	0	0	0	615	22228	41868	0	0	100	0	0	0	2025-11-13 16:57:53
1	0	0	79973196	521132	124308504	0	0	0	626	24176	43699	0	0	99	0	0	0	2025-11-13 16:57:58
0	0	0	79970896	521140	124308864	0	0	0	696	22031	41039	0	0	99	0	0	0	2025-11-13 16:58:03
0	0	0	79977108	521148	124309156	0	0	0	222	22123	40598	0	0	99	0	0	0	2025-11-13 16:58:08
1	0	0	79972500	521156	124309452	0	0	0	592	23449	44047	0	0	99	0	0	0	2025-11-13 16:58:13
0	0	0	79967872	521164	124309748	0	0	0	2284	23642	43892	0	0	99	0	0	0	2025-11-13 16:58:18
1	0	0	79857644	521204	124310088	0	0	0	1134	24841	44527	0	0	99	0	0	0	2025-11-13 16:58:23
1	0	0	79928436	521212	124310392	0	0	0	624	23285	42957	0	0	99	0	0	0	2025-11-13 16:58:28
0	0	0	79940168	521212	124311456	0	0	0	541	21473	40360	0	0	100	0	0	0	2025-11-13 16:58:33
1	0	0	79937836	521212	124311748	0	0	0	201	21469	40811	0	0	100	0	0	0	2025-11-13 16:58:38
0	0	0	79960436	521212	124311992	0	0	0	585	21641	40925	0	0	100	0	0	0	2025-11-13 16:58:43
0	0	0	79963568	521212	124312288	0	0	0	232	21495	40577	0	0	100	0	0	0	2025-11-13 16:58:48
1	0	0	79957580	521212	124312588	0	0	0	546	23382	44389	0	0	100	0	0	0	2025-11-13 16:58:53
2	0	0	79963160	521220	124312888	0	0	0	736	24500	43479	0	0	99	0	0	0	2025-11-13 16:58:58
0	0	0	79962312	521220	124313196	0	0	0	660	22131	41328	0	0	99	0	0	0	2025-11-13 16:59:03
0	0	0	79964516	521224	124313492	0	0	0	654	22435	40946	0	0	99	0	0	0	2025-11-13 16:59:08
0	0	0	79973608	521228	124313788	0	0	0	233	20766	39074	0	0	100	0	0	0	2025-11-13 16:59:13
0	0	0	79978208	521236	124314088	0	0	0	252	21024	39482	0	0	100	0	0	0	2025-11-13 16:59:18
0	0	0	79856372	521272	124314380	0	0	0	1574	24230	43144	0	0	99	0	0	0	2025-11-13 16:59:23
0	0	0	79953860	521280	124314684	0	0	0	241	22637	42088	0	0	100	0	0	0	2025-11-13 16:59:28
0	0	0	79965440	521280	124315740	0	0	0	223	20595	39180	0	0	100	0	0	0	2025-11-13 16:59:33
0	0	0	79963564	521280	124318928	0	0	0	205	34476	106727	7	2	91	0	0	0	2025-11-13 16:59:38
0	0	0	79965064	521288	124319228	0	0	0	538	21004	39399	0	0	100	0	0	0	2025-11-13 16:59:43
1	0	0	79957508	521288	124319544	0	0	0	687	21266	39980	0	0	100	0	0	0	2025-11-13 16:59:48
1	0	0	79948236	521296	124319840	0	0	0	213	20697	39119	0	0	100	0	0	0	2025-11-13 16:59:53
1	0	0	79967116	521300	124320152	0	0	0	373	22400	39613	0	0	100	0	0	0	2025-11-13 16:59:58
0	0	0	79959528	521300	124320820	0	0	0	688	21334	39949	0	0	100	0	0	0	2025-11-13 17:00:03
1	0	0	79961752	521308	124321124	0	0	0	663	22616	41385	0	0	100	0	0	0	2025-11-13 17:00:08
0	0	0	79961188	521312	124321420	0	0	0	683	21308	40101	0	0	100	0	0	0	2025-11-13 17:00:13
1	0	0	79961228	521316	124321716	0	0	0	567	22230	42046	0	0	100	0	0	0	2025-11-13 17:00:18
1	0	0	79850916	521380	124322016	0	0	0	1115	23333	41732	0	0	99	0	0	0	2025-11-13 17:00:23
2	0	0	79956256	521380	124322244	0	0	0	226	21651	39522	0	0	99	0	0	0	2025-11-13 17:00:28
0	0	0	79948024	521388	124322596	0	0	0	614	22369	41938	0	0	100	0	0	0	2025-11-13 17:00:33
0	0	0	79947560	521392	124323596	0	0	0	535	21824	40880	0	0	99	0	0	0	2025-11-13 17:00:38
0	0	0	79945596	521392	124323892	0	0	0	550	21851	40953	0	0	100	0	0	0	2025-11-13 17:00:43
0	0	0	79944456	521400	124324156	0	0	0	227	20939	39188	0	0	99	0	0	0	2025-11-13 17:00:48
0	0	0	79951300	521404	124324448	0	0	0	606	23436	44034	0	0	100	0	0	0	2025-11-13 17:00:53
0	0	0	79952692	521408	124324752	0	0	0	322	21903	39673	0	0	99	0	0	0	2025-11-13 17:00:58
0	0	0	79953136	521412	124324992	0	0	0	765	21265	39791	0	0	100	0	0	0	2025-11-13 17:01:03
